GroupBy,fitzpatrick,sex,ageGroup,country,Support,Macro-TPR,Macro-FPR,Micro-TPR,Micro-FPR,TP,FP,FN,TN,balancedAcc,Eczema_FN,Eczema_FP,Eczema_FPR,Eczema_TN,Eczema_TP,Eczema_TPR,Fungal_FN,Fungal_FP,Fungal_FPR,Fungal_TN,Fungal_TP,Fungal_TPR,Others_FN,Others_FP,Others_FPR,Others_TN,Others_TP,Others_TPR,Scabies_FN,Scabies_FP,Scabies_FPR,Scabies_TN,Scabies_TP,Scabies_TPR
"fitzpatrick, sex, ageGroup",3.0,m,10-14,,8,0.14,0.35,0.5,0.17,4.0,4.0,4.0,20.0,0.286,3.0,1.0,1.0,0.0,4.0,0.57,0.0,1.0,0.12,7.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,2.0,0.29,5.0,0.0,0.0
"fitzpatrick, sex, ageGroup",3.0,m,20-24,,3,0.25,0.0,1.0,0.0,3.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
"fitzpatrick, sex, ageGroup",3.0,m,25-29,,5,0.25,0.25,0.8,0.07,4.0,1.0,1.0,14.0,0.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0
"fitzpatrick, sex, ageGroup",3.0,m,40-44,,5,0.1,0.15,0.4,0.2,2.0,3.0,3.0,12.0,0.4,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.4,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.6,2.0,0.0,0.0
"fitzpatrick, sex, ageGroup",3.0,m,45-49,,2,0.25,0.25,0.5,0.17,1.0,1.0,1.0,5.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
"fitzpatrick, sex, ageGroup",3.0,m,55-59,,4,0.12,0.12,0.5,0.17,2.0,2.0,2.0,10.0,0.5,0.0,2.0,0.5,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.5,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
"fitzpatrick, sex, ageGroup",4.0,f,00-04,,33,0.37,0.08,0.73,0.09,24.0,9.0,9.0,90.0,0.495,3.0,2.0,0.08,22.0,6.0,0.67,0.0,2.0,0.06,31.0,0.0,0.0,4.0,0.0,0.0,11.0,18.0,0.82,2.0,5.0,0.16,26.0,0.0,0.0
"fitzpatrick, sex, ageGroup",4.0,f,05-09,,12,0.5,0.12,0.5,0.17,6.0,6.0,6.0,30.0,0.667,0.0,0.0,0.0,10.0,2.0,1.0,0.0,6.0,0.5,6.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,1.0
"fitzpatrick, sex, ageGroup",4.0,f,10-14,,2,0.25,0.0,1.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
"fitzpatrick, sex, ageGroup",4.0,f,15-19,,5,0.38,0.05,0.8,0.07,4.0,1.0,1.0,14.0,0.75,0.0,1.0,0.2,4.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0
"fitzpatrick, sex, ageGroup",4.0,f,20-24,,12,0.22,0.17,0.42,0.19,5.0,7.0,7.0,29.0,0.438,0.0,3.0,0.25,9.0,0.0,0.0,5.0,0.0,0.0,4.0,3.0,0.38,0.0,2.0,0.17,10.0,0.0,0.0,2.0,2.0,0.25,6.0,2.0,0.5
"fitzpatrick, sex, ageGroup",4.0,f,25-29,,22,0.41,0.09,0.82,0.06,18.0,4.0,4.0,62.0,0.544,1.0,3.0,0.17,15.0,3.0,0.75,1.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,2.0,1.0,0.2,4.0,15.0,0.88
"fitzpatrick, sex, ageGroup",4.0,f,30-34,,10,0.75,0.06,0.8,0.07,8.0,2.0,2.0,28.0,0.75,0.0,2.0,0.25,6.0,2.0,1.0,0.0,0.0,0.0,8.0,2.0,1.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,1.0
"fitzpatrick, sex, ageGroup",4.0,f,35-39,,5,0.25,0.15,0.4,0.2,2.0,3.0,3.0,12.0,0.5,0.0,3.0,0.6,2.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0
"fitzpatrick, sex, ageGroup",4.0,f,40-44,,2,0.25,0.0,1.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
"fitzpatrick, sex, ageGroup",4.0,f,50-54,,7,0.14,0.11,0.57,0.14,4.0,3.0,3.0,18.0,0.571,0.0,2.0,0.29,5.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.57,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.14,6.0,0.0,0.0
"fitzpatrick, sex, ageGroup",4.0,f,55-59,,8,0.12,0.12,0.5,0.17,4.0,4.0,4.0,20.0,0.5,0.0,2.0,0.25,6.0,0.0,0.0,0.0,2.0,0.25,6.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.5
"fitzpatrick, sex, ageGroup",4.0,f,60-64,,9,0.22,0.06,0.78,0.07,7.0,2.0,2.0,25.0,0.438,0.0,2.0,0.22,7.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,0.88,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0
"fitzpatrick, sex, ageGroup",4.0,f,65-69,,2,0.25,0.0,1.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
"fitzpatrick, sex, ageGroup",4.0,m,00-04,,23,0.28,0.17,0.48,0.17,11.0,12.0,12.0,57.0,0.381,8.0,1.0,0.11,8.0,6.0,0.43,0.0,3.0,0.13,20.0,0.0,0.0,2.0,3.0,0.14,18.0,0.0,0.0,2.0,5.0,0.31,11.0,5.0,0.71
"fitzpatrick, sex, ageGroup",4.0,m,05-09,,25,0.7,0.09,0.72,0.09,18.0,7.0,7.0,68.0,0.696,5.0,0.0,0.0,18.0,2.0,0.29,0.0,4.0,0.17,19.0,2.0,1.0,0.0,1.0,0.08,12.0,12.0,1.0,2.0,2.0,0.1,19.0,2.0,0.5
"fitzpatrick, sex, ageGroup",4.0,m,10-14,,18,0.36,0.11,0.67,0.11,12.0,6.0,6.0,48.0,0.727,0.0,2.0,0.11,16.0,0.0,0.0,0.0,3.0,0.27,8.0,7.0,1.0,0.0,1.0,0.06,17.0,0.0,0.0,6.0,0.0,0.0,7.0,5.0,0.45
"fitzpatrick, sex, ageGroup",4.0,m,15-19,,3,0.5,0.0,1.0,0.0,3.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0
"fitzpatrick, sex, ageGroup",4.0,m,20-24,,9,0.5,0.0,1.0,0.0,9.0,0.0,0.0,27.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0
"fitzpatrick, sex, ageGroup",4.0,m,25-29,,14,0.53,0.14,0.64,0.12,9.0,5.0,5.0,37.0,0.711,0.0,1.0,0.09,10.0,3.0,1.0,4.0,1.0,0.12,7.0,2.0,0.33,0.0,0.0,0.0,14.0,0.0,0.0,1.0,3.0,0.33,6.0,4.0,0.8
"fitzpatrick, sex, ageGroup",4.0,m,30-34,,19,0.22,0.23,0.68,0.11,13.0,6.0,6.0,51.0,0.433,0.0,2.0,0.11,17.0,0.0,0.0,4.0,1.0,0.07,14.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,2.0,3.0,0.75,1.0,13.0,0.87
"fitzpatrick, sex, ageGroup",4.0,m,35-39,,8,0.25,0.16,0.38,0.21,3.0,5.0,5.0,19.0,0.5,0.0,5.0,0.62,3.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0
"fitzpatrick, sex, ageGroup",4.0,m,40-44,,2,0.0,0.25,0.0,0.33,0.0,2.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
"fitzpatrick, sex, ageGroup",4.0,m,50-54,,4,0.5,0.0,1.0,0.0,4.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0
"fitzpatrick, sex, ageGroup",5.0,f,00-04,,35,0.49,0.09,0.77,0.08,27.0,8.0,8.0,97.0,0.653,2.0,1.0,0.03,31.0,1.0,0.33,2.0,5.0,0.26,14.0,14.0,0.88,4.0,1.0,0.05,18.0,12.0,0.75,0.0,1.0,0.03,34.0,0.0,0.0
"fitzpatrick, sex, ageGroup",5.0,f,05-09,,18,0.25,0.03,0.89,0.04,16.0,2.0,2.0,52.0,0.5,2.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,1.0,0.0,2.0,0.11,16.0,0.0,0.0
"fitzpatrick, sex, ageGroup",5.0,f,10-14,,22,0.55,0.14,0.68,0.11,15.0,7.0,7.0,59.0,0.741,7.0,0.0,0.0,13.0,2.0,0.22,0.0,0.0,0.0,21.0,1.0,1.0,0.0,3.0,0.14,19.0,0.0,0.0,0.0,4.0,0.4,6.0,12.0,1.0
"fitzpatrick, sex, ageGroup",5.0,f,15-19,,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, sex, ageGroup",5.0,f,20-24,,4,0.5,0.0,1.0,0.0,4.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0
"fitzpatrick, sex, ageGroup",5.0,f,25-29,,7,0.35,0.11,0.57,0.14,4.0,3.0,3.0,18.0,0.7,0.0,0.0,0.0,5.0,2.0,1.0,0.0,1.0,0.14,6.0,0.0,0.0,0.0,2.0,0.29,5.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.4
"fitzpatrick, sex, ageGroup",5.0,f,30-34,,5,0.5,0.0,1.0,0.0,5.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0
"fitzpatrick, sex, ageGroup",5.0,f,40-44,,6,0.19,0.29,0.33,0.22,2.0,4.0,4.0,14.0,0.375,1.0,2.0,0.5,2.0,1.0,0.5,3.0,1.0,0.5,1.0,1.0,0.25,0.0,1.0,0.17,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
"fitzpatrick, sex, ageGroup",5.0,f,50-54,,4,0.33,0.12,0.5,0.17,2.0,2.0,2.0,10.0,0.667,0.0,2.0,0.5,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.33
"fitzpatrick, sex, ageGroup",5.0,f,55-59,,6,0.17,0.08,0.67,0.11,4.0,2.0,2.0,16.0,0.667,2.0,0.0,0.0,0.0,4.0,0.67,0.0,1.0,0.17,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.17,5.0,0.0,0.0
"fitzpatrick, sex, ageGroup",5.0,m,00-04,,95,0.75,0.08,0.79,0.07,75.0,20.0,20.0,265.0,0.751,15.0,2.0,0.03,65.0,13.0,0.46,1.0,2.0,0.02,90.0,2.0,0.67,2.0,8.0,0.12,57.0,28.0,0.93,2.0,8.0,0.13,53.0,32.0,0.94
"fitzpatrick, sex, ageGroup",5.0,m,05-09,,73,0.64,0.12,0.62,0.13,45.0,28.0,28.0,191.0,0.634,3.0,1.0,0.01,67.0,2.0,0.4,0.0,1.0,0.02,49.0,23.0,1.0,0.0,24.0,0.42,33.0,16.0,1.0,25.0,2.0,0.05,42.0,4.0,0.14
"fitzpatrick, sex, ageGroup",5.0,m,10-14,,10,0.6,0.09,0.7,0.1,7.0,3.0,3.0,27.0,0.8,0.0,1.0,0.14,6.0,3.0,1.0,0.0,1.0,0.12,7.0,2.0,1.0,0.0,1.0,0.1,9.0,0.0,0.0,3.0,0.0,0.0,5.0,2.0,0.4
"fitzpatrick, sex, ageGroup",5.0,m,15-19,,13,0.22,0.24,0.62,0.13,8.0,5.0,5.0,34.0,0.296,3.0,2.0,0.2,8.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,3.0,0.75,1.0,8.0,0.89
"fitzpatrick, sex, ageGroup",5.0,m,20-24,,9,0.29,0.16,0.44,0.19,4.0,5.0,5.0,22.0,0.583,0.0,3.0,0.33,6.0,0.0,0.0,5.0,0.0,0.0,3.0,1.0,0.17,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,0.33,4.0,3.0,1.0
"fitzpatrick, sex, ageGroup",5.0,m,25-29,,14,0.62,0.03,0.93,0.02,13.0,1.0,1.0,41.0,0.833,1.0,0.0,0.0,12.0,1.0,0.5,0.0,1.0,0.12,7.0,6.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,1.0
"fitzpatrick, sex, ageGroup",5.0,m,30-34,,11,0.21,0.3,0.27,0.24,3.0,8.0,8.0,25.0,0.278,4.0,3.0,0.6,2.0,2.0,0.33,3.0,2.0,0.25,6.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,3.0,0.33,6.0,1.0,0.5
"fitzpatrick, sex, ageGroup",5.0,m,35-39,,6,0.25,0.0,1.0,0.0,6.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0
"fitzpatrick, sex, ageGroup",5.0,m,50-54,,3,0.08,0.16,0.33,0.22,1.0,2.0,2.0,7.0,0.333,0.0,1.0,0.33,2.0,0.0,0.0,0.0,1.0,0.33,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.33
"fitzpatrick, sex, ageGroup",6.0,f,00-04,,3,0.12,0.17,0.33,0.22,1.0,2.0,2.0,7.0,0.25,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.67,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5
"fitzpatrick, sex, ageGroup",6.0,f,05-09,,6,0.25,0.0,1.0,0.0,6.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
"fitzpatrick, sex, ageGroup",6.0,f,10-14,,2,0.25,0.25,0.5,0.17,1.0,1.0,1.0,5.0,0.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, sex, ageGroup",6.0,f,15-19,,1,0.0,0.25,0.0,0.33,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"fitzpatrick, sex, ageGroup",6.0,f,25-29,,6,0.62,0.08,0.83,0.06,5.0,1.0,1.0,17.0,0.833,0.0,0.0,0.0,5.0,1.0,1.0,0.0,1.0,0.33,2.0,3.0,1.0,1.0,0.0,0.0,4.0,1.0,0.5,0.0,0.0,0.0,6.0,0.0,0.0
"fitzpatrick, sex, ageGroup",6.0,f,30-34,,5,0.75,0.06,0.8,0.07,4.0,1.0,1.0,14.0,0.75,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,0.25,3.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0
"fitzpatrick, sex, ageGroup",6.0,f,35-39,,5,0.62,0.05,0.8,0.07,4.0,1.0,1.0,14.0,0.833,0.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,3.0,1.0,0.5,0.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,0.2,4.0,0.0,0.0
"fitzpatrick, sex, ageGroup",6.0,f,40-44,,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, sex, ageGroup",6.0,f,45-49,,2,0.25,0.25,0.5,0.17,1.0,1.0,1.0,5.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
"fitzpatrick, sex, ageGroup",6.0,f,60-64,,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, sex, ageGroup",6.0,m,00-04,,11,0.23,0.2,0.45,0.18,5.0,6.0,6.0,27.0,0.467,0.0,3.0,0.27,8.0,0.0,0.0,4.0,1.0,0.2,4.0,2.0,0.33,0.0,0.0,0.0,11.0,0.0,0.0,2.0,2.0,0.33,4.0,3.0,0.6
"fitzpatrick, sex, ageGroup",6.0,m,05-09,,20,0.61,0.09,0.85,0.05,17.0,3.0,3.0,57.0,0.609,1.0,0.0,0.0,18.0,1.0,0.5,1.0,1.0,0.25,3.0,15.0,0.94,0.0,0.0,0.0,19.0,1.0,1.0,1.0,2.0,0.11,17.0,0.0,0.0
"fitzpatrick, sex, ageGroup",6.0,m,10-14,,2,0.5,0.0,1.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
"fitzpatrick, sex, ageGroup",6.0,m,15-19,,2,0.25,0.25,0.5,0.17,1.0,1.0,1.0,5.0,0.5,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
"fitzpatrick, sex, ageGroup",6.0,m,20-24,,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"fitzpatrick, sex, ageGroup",6.0,m,25-29,,5,0.25,0.23,0.4,0.2,2.0,3.0,3.0,12.0,0.333,1.0,1.0,0.25,3.0,0.0,0.0,2.0,1.0,0.33,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.33,2.0,2.0,1.0
"fitzpatrick, sex, ageGroup",6.0,m,30-34,,2,0.0,0.25,0.0,0.33,0.0,2.0,2.0,4.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
"fitzpatrick, sex, ageGroup",6.0,m,35-39,,7,0.69,0.08,0.71,0.1,5.0,2.0,2.0,19.0,0.688,0.0,0.0,0.0,6.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,0.75,1.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.33,4.0,1.0,1.0
"fitzpatrick, sex, ageGroup",6.0,m,40-44,,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, sex, ageGroup",6.0,m,45-49,,4,0.19,0.06,0.75,0.08,3.0,1.0,1.0,11.0,0.75,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.75,0.0,1.0,0.25,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
"fitzpatrick, sex, country",3.0,f,,Madagascar,74,0.57,0.13,0.64,0.12,47.0,27.0,27.0,195.0,0.574,10.0,7.0,0.18,31.0,26.0,0.72,7.0,5.0,0.08,55.0,7.0,0.5,4.0,4.0,0.06,63.0,3.0,0.43,6.0,11.0,0.19,46.0,11.0,0.65
"fitzpatrick, sex, country",3.0,f,,Malawi,82,0.64,0.1,0.71,0.1,58.0,24.0,24.0,222.0,0.639,1.0,10.0,0.14,61.0,10.0,0.91,3.0,3.0,0.04,75.0,1.0,0.25,9.0,7.0,0.13,47.0,19.0,0.68,11.0,4.0,0.09,39.0,28.0,0.72
"fitzpatrick, sex, country",3.0,m,,Guinea,2,0.5,0.0,1.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
"fitzpatrick, sex, country",3.0,m,,Madagascar,45,0.43,0.16,0.58,0.14,26.0,19.0,19.0,116.0,0.43,6.0,8.0,0.3,19.0,12.0,0.67,6.0,6.0,0.2,24.0,9.0,0.6,1.0,0.0,0.0,44.0,0.0,0.0,6.0,5.0,0.15,29.0,5.0,0.45
"fitzpatrick, sex, country",3.0,m,,Malawi,100,0.77,0.08,0.75,0.08,75.0,25.0,25.0,275.0,0.768,11.0,1.0,0.01,73.0,15.0,0.58,4.0,5.0,0.06,76.0,15.0,0.79,10.0,7.0,0.11,59.0,24.0,0.71,0.0,12.0,0.15,67.0,21.0,1.0
"fitzpatrick, sex, country",4.0,f,,Madagascar,97,0.54,0.11,0.69,0.1,67.0,30.0,30.0,261.0,0.534,3.0,20.0,0.25,60.0,14.0,0.82,14.0,3.0,0.05,63.0,17.0,0.55,2.0,2.0,0.02,93.0,0.0,0.0,11.0,5.0,0.1,45.0,36.0,0.77
"fitzpatrick, sex, country",4.0,f,,Malawi,28,0.16,0.09,0.64,0.12,18.0,10.0,10.0,74.0,0.643,0.0,0.0,0.0,28.0,0.0,0.0,0.0,6.0,0.21,22.0,0.0,0.0,10.0,0.0,0.0,0.0,18.0,0.64,0.0,4.0,0.14,24.0,0.0,0.0
"fitzpatrick, sex, country",4.0,f,,Tanzania,4,0.19,0.06,0.75,0.08,3.0,1.0,1.0,11.0,0.75,1.0,0.0,0.0,0.0,3.0,0.75,0.0,1.0,0.25,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
"fitzpatrick, sex, country",4.0,m,,Madagascar,97,0.4,0.14,0.62,0.13,60.0,37.0,37.0,254.0,0.406,9.0,11.0,0.14,69.0,8.0,0.47,13.0,14.0,0.18,62.0,8.0,0.38,2.0,3.0,0.03,92.0,0.0,0.0,13.0,9.0,0.22,31.0,44.0,0.77
"fitzpatrick, sex, country",4.0,m,,Malawi,28,0.58,0.06,0.79,0.07,22.0,6.0,6.0,78.0,0.778,6.0,0.0,0.0,19.0,3.0,0.33,0.0,0.0,0.0,21.0,7.0,1.0,0.0,2.0,0.12,14.0,12.0,1.0,0.0,4.0,0.14,24.0,0.0,0.0
"fitzpatrick, sex, country",5.0,f,,Madagascar,41,0.48,0.13,0.63,0.12,26.0,15.0,15.0,108.0,0.64,7.0,4.0,0.17,19.0,11.0,0.61,3.0,4.0,0.12,28.0,6.0,0.67,0.0,3.0,0.07,38.0,0.0,0.0,5.0,4.0,0.15,23.0,9.0,0.64
"fitzpatrick, sex, country",5.0,f,,Malawi,67,0.69,0.07,0.81,0.06,54.0,13.0,13.0,188.0,0.688,7.0,1.0,0.02,59.0,0.0,0.0,2.0,4.0,0.08,47.0,14.0,0.88,4.0,4.0,0.11,31.0,28.0,0.88,0.0,4.0,0.07,51.0,12.0,1.0
"fitzpatrick, sex, country",5.0,m,,Madagascar,86,0.6,0.12,0.67,0.11,58.0,28.0,28.0,230.0,0.605,9.0,11.0,0.17,55.0,11.0,0.55,10.0,7.0,0.11,56.0,13.0,0.57,1.0,2.0,0.02,82.0,1.0,0.5,8.0,8.0,0.18,37.0,33.0,0.8
"fitzpatrick, sex, country",5.0,m,,Malawi,133,0.71,0.1,0.74,0.09,98.0,35.0,35.0,364.0,0.712,8.0,2.0,0.02,119.0,4.0,0.33,0.0,0.0,0.0,112.0,21.0,1.0,1.0,28.0,0.31,61.0,43.0,0.98,26.0,5.0,0.06,72.0,30.0,0.54
"fitzpatrick, sex, country",5.0,m,,Tanzania,15,0.1,0.15,0.4,0.2,6.0,9.0,9.0,36.0,0.4,9.0,0.0,0.0,0.0,6.0,0.4,0.0,1.0,0.07,14.0,0.0,0.0,0.0,3.0,0.2,12.0,0.0,0.0,0.0,5.0,0.33,10.0,0.0,0.0
"fitzpatrick, sex, country",6.0,f,,Guinea,30,0.61,0.12,0.73,0.09,22.0,8.0,8.0,82.0,0.609,3.0,1.0,0.04,23.0,3.0,0.5,1.0,5.0,0.36,9.0,15.0,0.94,1.0,1.0,0.04,25.0,3.0,0.75,3.0,1.0,0.04,25.0,1.0,0.25
