GroupBy,fitzpatrick,sex,ageGroup,Support,Macro-TPR,Macro-FPR,Micro-TPR,Micro-FPR,TP,FP,FN,TN,balancedAcc,Eczema_FN,Eczema_FP,Eczema_FPR,Eczema_TN,Eczema_TP,Eczema_TPR,Fungal_FN,Fungal_FP,Fungal_FPR,Fungal_TN,Fungal_TP,Fungal_TPR,Others_FN,Others_FP,Others_FPR,Others_TN,Others_TP,Others_TPR,Scabies_FN,Scabies_FP,Scabies_FPR,Scabies_TN,Scabies_TP,Scabies_TPR
"sex, ageGroup",,f,05-09,56,0.86,0.05,0.84,0.05,47.0,9.0,9.0,159.0,0.856,1.0,3.0,0.06,47.0,5.0,0.83,1.0,1.0,0.02,43.0,11.0,0.92,6.0,1.0,0.03,32.0,17.0,0.74,1.0,4.0,0.1,37.0,14.0,0.93
"sex, ageGroup",,f,10-14,20,0.71,0.1,0.75,0.08,15.0,5.0,5.0,55.0,0.712,2.0,1.0,0.07,14.0,3.0,0.6,3.0,1.0,0.06,15.0,1.0,0.25,0.0,0.0,0.0,18.0,2.0,1.0,0.0,3.0,0.27,8.0,9.0,1.0
"sex, ageGroup",,f,15-19,11,0.22,0.04,0.82,0.06,9.0,2.0,2.0,31.0,0.45,0.0,2.0,0.18,9.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,0.9
"sex, ageGroup",,f,20-24,16,0.75,0.03,0.94,0.02,15.0,1.0,1.0,47.0,0.75,0.0,0.0,0.0,14.0,2.0,1.0,0.0,0.0,0.0,10.0,6.0,1.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.11,8.0,7.0,1.0
"sex, ageGroup",,f,25-29,30,0.76,0.1,0.73,0.09,22.0,8.0,8.0,82.0,0.757,5.0,2.0,0.11,16.0,7.0,0.58,2.0,4.0,0.19,17.0,7.0,0.78,1.0,0.0,0.0,27.0,2.0,0.67,0.0,2.0,0.08,22.0,6.0,1.0
"sex, ageGroup",,f,30-34,17,0.65,0.06,0.82,0.06,14.0,3.0,3.0,48.0,0.652,0.0,1.0,0.08,11.0,5.0,1.0,1.0,2.0,0.15,11.0,3.0,0.75,1.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,0.0,10.0,6.0,0.86
"sex, ageGroup",,f,35-39,16,0.43,0.18,0.5,0.17,8.0,8.0,8.0,40.0,0.425,2.0,3.0,0.25,9.0,2.0,0.5,1.0,2.0,0.18,9.0,4.0,0.8,2.0,0.0,0.0,14.0,0.0,0.0,3.0,3.0,0.27,8.0,2.0,0.4
"sex, ageGroup",,f,40-44,10,0.75,0.0,1.0,0.0,10.0,0.0,0.0,30.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,1.0,0.0,0.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,1.0
"sex, ageGroup",,f,45-49,15,0.56,0.1,0.73,0.09,11.0,4.0,4.0,41.0,0.75,2.0,1.0,0.09,10.0,2.0,0.5,2.0,1.0,0.14,6.0,6.0,0.75,0.0,0.0,0.0,15.0,0.0,0.0,0.0,2.0,0.17,10.0,3.0,1.0
"sex, ageGroup",,f,50-54,5,0.42,0.12,0.6,0.13,3.0,2.0,2.0,13.0,0.556,0.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.67
"sex, ageGroup",,f,55-59,5,0.5,0.15,0.6,0.13,3.0,2.0,2.0,13.0,0.667,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.33,2.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.25,3.0,1.0,1.0
"sex, ageGroup",,f,60-64,6,0.75,0.0,1.0,0.0,6.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0
"sex, ageGroup",,f,65-69,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"sex, ageGroup",,m,00-04,129,0.83,0.05,0.85,0.05,110.0,19.0,19.0,368.0,0.831,9.0,7.0,0.07,87.0,26.0,0.74,4.0,2.0,0.02,112.0,11.0,0.73,4.0,7.0,0.09,69.0,49.0,0.92,2.0,3.0,0.03,100.0,24.0,0.92
"sex, ageGroup",,m,05-09,140,0.85,0.05,0.86,0.05,120.0,20.0,20.0,400.0,0.85,3.0,9.0,0.07,115.0,13.0,0.81,3.0,3.0,0.03,102.0,32.0,0.91,7.0,5.0,0.05,99.0,29.0,0.81,7.0,3.0,0.03,84.0,46.0,0.87
"sex, ageGroup",,m,10-14,36,0.82,0.05,0.86,0.05,31.0,5.0,5.0,103.0,0.819,1.0,1.0,0.03,32.0,2.0,0.67,2.0,2.0,0.08,23.0,9.0,0.82,1.0,1.0,0.03,28.0,6.0,0.86,1.0,1.0,0.05,20.0,14.0,0.93
"sex, ageGroup",,m,15-19,9,0.62,0.06,0.89,0.04,8.0,1.0,1.0,26.0,0.833,1.0,0.0,0.0,7.0,1.0,0.5,0.0,0.0,0.0,7.0,2.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.25,3.0,5.0,1.0
"sex, ageGroup",,m,20-24,16,0.5,0.12,0.75,0.08,12.0,4.0,4.0,44.0,0.663,2.0,2.0,0.18,9.0,3.0,0.6,1.0,0.0,0.0,14.0,1.0,0.5,0.0,0.0,0.0,16.0,0.0,0.0,1.0,2.0,0.29,5.0,8.0,0.89
"sex, ageGroup",,m,25-29,35,0.41,0.14,0.66,0.11,23.0,12.0,12.0,93.0,0.542,4.0,2.0,0.07,28.0,1.0,0.2,4.0,5.0,0.21,19.0,7.0,0.64,0.0,1.0,0.03,34.0,0.0,0.0,4.0,4.0,0.25,12.0,15.0,0.79
"sex, ageGroup",,m,30-34,24,0.57,0.13,0.62,0.12,15.0,9.0,9.0,63.0,0.574,1.0,2.0,0.12,15.0,6.0,0.86,4.0,3.0,0.17,15.0,2.0,0.33,3.0,0.0,0.0,20.0,1.0,0.25,1.0,4.0,0.24,13.0,6.0,0.86
"sex, ageGroup",,m,35-39,19,0.62,0.08,0.79,0.07,15.0,4.0,4.0,53.0,0.625,1.0,2.0,0.15,11.0,5.0,0.83,2.0,2.0,0.15,11.0,4.0,0.67,1.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,13.0,6.0,1.0
"sex, ageGroup",,m,40-44,11,0.42,0.22,0.36,0.21,4.0,7.0,7.0,26.0,0.417,1.0,2.0,0.25,6.0,2.0,0.67,4.0,2.0,0.29,5.0,0.0,0.0,1.0,0.0,0.0,9.0,1.0,0.5,1.0,3.0,0.33,6.0,1.0,0.5
"sex, ageGroup",,m,45-49,9,0.62,0.04,0.89,0.04,8.0,1.0,1.0,26.0,0.833,0.0,1.0,0.14,6.0,2.0,1.0,0.0,0.0,0.0,4.0,5.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,0.5
"sex, ageGroup",,m,50-54,8,0.25,0.16,0.75,0.08,6.0,2.0,2.0,22.0,0.333,1.0,0.0,0.0,7.0,0.0,0.0,1.0,1.0,0.14,6.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.5,1.0,6.0,1.0
"sex, ageGroup",,m,55-59,9,0.34,0.16,0.67,0.11,6.0,3.0,3.0,24.0,0.667,2.0,1.0,0.33,2.0,4.0,0.67,1.0,2.0,0.33,4.0,2.0,0.67,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
"sex, ageGroup",,m,60-64,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"sex, ageGroup",,m,65-69,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"sex, ageGroup",,m,70-74,2,0.25,0.0,1.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
"fitzpatrick, sex, ageGroup",1.0,m,05-09,2,0.25,0.0,1.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
"fitzpatrick, sex, ageGroup",3.0,f,00-04,50,0.83,0.09,0.78,0.07,39.0,11.0,11.0,139.0,0.83,3.0,5.0,0.14,31.0,11.0,0.79,0.0,0.0,0.0,49.0,1.0,1.0,3.0,1.0,0.03,37.0,9.0,0.75,5.0,5.0,0.19,22.0,18.0,0.78
"fitzpatrick, sex, ageGroup",3.0,f,05-09,18,0.74,0.08,0.78,0.07,14.0,4.0,4.0,50.0,0.74,1.0,1.0,0.07,14.0,2.0,0.67,1.0,0.0,0.0,15.0,2.0,0.67,1.0,1.0,0.1,9.0,7.0,0.88,1.0,2.0,0.14,12.0,3.0,0.75
"fitzpatrick, sex, ageGroup",3.0,f,10-14,4,0.5,0.0,1.0,0.0,4.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0
"fitzpatrick, sex, ageGroup",3.0,f,15-19,2,0.25,0.0,1.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
"fitzpatrick, sex, ageGroup",3.0,f,20-24,2,0.25,0.0,1.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
"fitzpatrick, sex, ageGroup",3.0,f,25-29,4,0.42,0.08,0.75,0.08,3.0,1.0,1.0,11.0,0.833,1.0,0.0,0.0,1.0,2.0,0.67,0.0,1.0,0.33,2.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
"fitzpatrick, sex, ageGroup",3.0,f,30-34,3,0.17,0.08,0.67,0.11,2.0,1.0,1.0,8.0,0.667,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.33,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.67
"fitzpatrick, sex, ageGroup",3.0,f,35-39,5,0.12,0.25,0.2,0.27,1.0,4.0,4.0,11.0,0.167,1.0,1.0,0.25,3.0,0.0,0.0,1.0,1.0,0.33,2.0,1.0,0.5,2.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.4,3.0,0.0,0.0
"fitzpatrick, sex, ageGroup",3.0,f,40-44,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"fitzpatrick, sex, ageGroup",3.0,f,45-49,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, sex, ageGroup",3.0,f,50-54,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"fitzpatrick, sex, ageGroup",3.0,f,55-59,1,0.0,0.25,0.0,0.33,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
"fitzpatrick, sex, ageGroup",3.0,m,00-04,60,0.7,0.07,0.82,0.06,49.0,11.0,11.0,169.0,0.701,4.0,5.0,0.11,39.0,12.0,0.75,3.0,2.0,0.04,54.0,1.0,0.25,3.0,4.0,0.13,27.0,26.0,0.9,1.0,0.0,0.0,49.0,10.0,0.91
"fitzpatrick, sex, ageGroup",3.0,m,05-09,37,0.93,0.02,0.92,0.03,34.0,3.0,3.0,108.0,0.931,0.0,2.0,0.06,30.0,5.0,1.0,1.0,0.0,0.0,24.0,12.0,0.92,2.0,0.0,0.0,27.0,8.0,0.8,0.0,1.0,0.04,27.0,9.0,1.0
"fitzpatrick, sex, ageGroup",3.0,m,10-14,11,0.71,0.03,0.91,0.03,10.0,1.0,1.0,32.0,0.944,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.83,0.0,1.0,0.11,8.0,2.0,1.0,0.0,0.0,0.0,8.0,3.0,1.0
"fitzpatrick, sex, ageGroup",3.0,m,15-19,2,0.25,0.0,1.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
"fitzpatrick, sex, ageGroup",3.0,m,20-24,2,0.5,0.0,1.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
"fitzpatrick, sex, ageGroup",3.0,m,25-29,6,0.42,0.11,0.67,0.11,4.0,2.0,2.0,16.0,0.556,1.0,1.0,0.2,4.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.67,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.25,3.0,2.0,1.0
"fitzpatrick, sex, ageGroup",3.0,m,30-34,2,0.12,0.12,0.5,0.17,1.0,1.0,1.0,5.0,0.5,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0
"fitzpatrick, sex, ageGroup",3.0,m,35-39,3,0.5,0.0,1.0,0.0,3.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0
"fitzpatrick, sex, ageGroup",3.0,m,40-44,2,0.25,0.25,0.5,0.17,1.0,1.0,1.0,5.0,0.5,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
"fitzpatrick, sex, ageGroup",3.0,m,50-54,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"fitzpatrick, sex, ageGroup",3.0,m,55-59,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, sex, ageGroup",3.0,m,60-64,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, sex, ageGroup",3.0,m,70-74,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"fitzpatrick, sex, ageGroup",4.0,f,00-04,23,0.5,0.1,0.7,0.1,16.0,7.0,7.0,62.0,0.662,2.0,2.0,0.14,12.0,7.0,0.78,0.0,3.0,0.13,20.0,0.0,0.0,1.0,1.0,0.07,14.0,7.0,0.88,4.0,1.0,0.06,16.0,2.0,0.33
"fitzpatrick, sex, ageGroup",4.0,f,05-09,8,0.75,0.0,1.0,0.0,8.0,0.0,0.0,24.0,1.0,0.0,0.0,0.0,5.0,3.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0
"fitzpatrick, sex, ageGroup",4.0,f,10-14,9,0.67,0.12,0.67,0.11,6.0,3.0,3.0,24.0,0.667,1.0,1.0,0.17,5.0,2.0,0.67,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,1.0,0.0,2.0,0.29,5.0,2.0,1.0
"fitzpatrick, sex, ageGroup",4.0,f,15-19,9,0.22,0.06,0.78,0.07,7.0,2.0,2.0,25.0,0.438,0.0,2.0,0.22,7.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,0.88
"fitzpatrick, sex, ageGroup",4.0,f,20-24,7,0.5,0.0,1.0,0.0,7.0,0.0,0.0,21.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0
"fitzpatrick, sex, ageGroup",4.0,f,25-29,11,0.94,0.03,0.91,0.03,10.0,1.0,1.0,32.0,0.938,0.0,1.0,0.11,8.0,2.0,1.0,1.0,0.0,0.0,7.0,3.0,0.75,0.0,0.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,7.0,4.0,1.0
"fitzpatrick, sex, ageGroup",4.0,f,30-34,9,0.62,0.05,0.89,0.04,8.0,1.0,1.0,26.0,0.833,0.0,1.0,0.2,4.0,4.0,1.0,1.0,0.0,0.0,7.0,1.0,0.5,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,1.0
"fitzpatrick, sex, ageGroup",4.0,f,35-39,5,0.33,0.25,0.4,0.2,2.0,3.0,3.0,12.0,0.444,1.0,1.0,0.25,3.0,0.0,0.0,0.0,1.0,0.25,3.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,1.0,0.5,1.0,1.0,0.33
"fitzpatrick, sex, ageGroup",4.0,f,40-44,7,0.5,0.0,1.0,0.0,7.0,0.0,0.0,21.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0
"fitzpatrick, sex, ageGroup",4.0,f,45-49,5,0.42,0.08,0.8,0.07,4.0,1.0,1.0,14.0,0.833,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.67,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.33,2.0,2.0,1.0
"fitzpatrick, sex, ageGroup",4.0,f,50-54,2,0.25,0.25,0.5,0.17,1.0,1.0,1.0,5.0,0.5,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
"fitzpatrick, sex, ageGroup",4.0,f,55-59,2,0.5,0.0,1.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
"fitzpatrick, sex, ageGroup",4.0,f,60-64,5,0.5,0.0,1.0,0.0,5.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0
"fitzpatrick, sex, ageGroup",4.0,f,65-69,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, sex, ageGroup",4.0,m,00-04,24,0.88,0.06,0.83,0.06,20.0,4.0,4.0,68.0,0.875,3.0,1.0,0.07,14.0,6.0,0.67,0.0,0.0,0.0,22.0,2.0,1.0,0.0,2.0,0.12,15.0,7.0,1.0,1.0,1.0,0.06,17.0,5.0,0.83
"fitzpatrick, sex, ageGroup",4.0,m,05-09,27,0.84,0.06,0.85,0.05,23.0,4.0,4.0,77.0,0.844,2.0,1.0,0.04,22.0,2.0,0.5,0.0,1.0,0.04,24.0,2.0,1.0,0.0,1.0,0.05,21.0,5.0,1.0,2.0,1.0,0.09,10.0,14.0,0.88
"fitzpatrick, sex, ageGroup",4.0,m,10-14,12,0.62,0.06,0.83,0.06,10.0,2.0,2.0,34.0,0.833,1.0,0.0,0.0,9.0,2.0,0.67,0.0,2.0,0.22,7.0,3.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,6.0,5.0,0.83
"fitzpatrick, sex, ageGroup",4.0,m,15-19,3,0.25,0.0,1.0,0.0,3.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
"fitzpatrick, sex, ageGroup",4.0,m,20-24,4,0.25,0.06,0.75,0.08,3.0,1.0,1.0,11.0,0.5,0.0,1.0,0.25,3.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0
"fitzpatrick, sex, ageGroup",4.0,m,25-29,13,0.39,0.17,0.54,0.15,7.0,6.0,6.0,33.0,0.524,1.0,1.0,0.09,10.0,1.0,0.5,2.0,3.0,0.33,6.0,2.0,0.5,0.0,1.0,0.08,12.0,0.0,0.0,3.0,1.0,0.17,5.0,4.0,0.57
"fitzpatrick, sex, ageGroup",4.0,m,30-34,10,0.4,0.09,0.8,0.07,8.0,2.0,2.0,28.0,0.792,1.0,0.0,0.0,6.0,3.0,0.75,0.0,1.0,0.1,9.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,1.0,0.25,3.0,5.0,0.83
"fitzpatrick, sex, ageGroup",4.0,m,35-39,7,0.67,0.05,0.86,0.05,6.0,1.0,1.0,20.0,0.889,0.0,1.0,0.2,4.0,2.0,1.0,1.0,0.0,0.0,4.0,2.0,0.67,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0
"fitzpatrick, sex, ageGroup",4.0,m,40-44,5,0.12,0.27,0.2,0.27,1.0,4.0,4.0,11.0,0.167,0.0,0.0,0.0,5.0,0.0,0.0,2.0,1.0,0.33,2.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.5,1.0,3.0,0.75,1.0,0.0,0.0
"fitzpatrick, sex, ageGroup",4.0,m,45-49,4,0.5,0.0,1.0,0.0,4.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
"fitzpatrick, sex, ageGroup",4.0,m,50-54,4,0.25,0.21,0.5,0.17,2.0,2.0,2.0,10.0,0.333,1.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.33,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,1.0
"fitzpatrick, sex, ageGroup",4.0,m,55-59,2,0.12,0.12,0.5,0.17,1.0,1.0,1.0,5.0,0.5,1.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
"fitzpatrick, sex, ageGroup",4.0,m,70-74,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"fitzpatrick, sex, ageGroup",5.0,f,00-04,26,0.76,0.11,0.69,0.1,18.0,8.0,8.0,70.0,0.761,5.0,1.0,0.07,14.0,6.0,0.55,0.0,1.0,0.04,22.0,3.0,1.0,2.0,4.0,0.22,14.0,6.0,0.75,1.0,2.0,0.09,20.0,3.0,0.75
"fitzpatrick, sex, ageGroup",5.0,f,05-09,26,0.66,0.06,0.81,0.06,21.0,5.0,5.0,73.0,0.881,0.0,2.0,0.08,24.0,0.0,0.0,0.0,1.0,0.05,18.0,7.0,1.0,5.0,0.0,0.0,12.0,9.0,0.64,0.0,2.0,0.1,19.0,5.0,1.0
"fitzpatrick, sex, ageGroup",5.0,f,10-14,5,0.25,0.05,0.8,0.07,4.0,1.0,1.0,14.0,0.5,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.2,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0
"fitzpatrick, sex, ageGroup",5.0,f,20-24,5,0.75,0.0,1.0,0.0,5.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0
"fitzpatrick, sex, ageGroup",5.0,f,25-29,8,0.38,0.23,0.38,0.21,3.0,5.0,5.0,19.0,0.5,4.0,1.0,0.25,3.0,0.0,0.0,1.0,2.0,0.33,4.0,1.0,0.5,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,0.33,4.0,2.0,1.0
