GroupBy,fitzpatrick,sex,ageGroup,Support,Macro-TPR,Macro-FPR,Micro-TPR,Micro-FPR,TP,FP,FN,TN,balancedAcc,Eczema_FN,Eczema_FP,Eczema_FPR,Eczema_TN,Eczema_TP,Eczema_TPR,Fungal_FN,Fungal_FP,Fungal_FPR,Fungal_TN,Fungal_TP,Fungal_TPR,Others_FN,Others_FP,Others_FPR,Others_TN,Others_TP,Others_TPR,Scabies_FN,Scabies_FP,Scabies_FPR,Scabies_TN,Scabies_TP,Scabies_TPR
"fitzpatrick, sex, ageGroup",5.0,f,10-14,8,0.46,0.03,0.88,0.04,7.0,1.0,1.0,23.0,0.929,0.0,0.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.12,7.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,0.86
"fitzpatrick, sex, ageGroup",5.0,f,15-19,2,0.12,0.12,0.5,0.17,1.0,1.0,1.0,5.0,0.5,1.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
"fitzpatrick, sex, ageGroup",5.0,f,20-24,4,0.62,0.08,0.75,0.08,3.0,1.0,1.0,11.0,0.833,1.0,0.0,0.0,2.0,1.0,0.5,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.33,2.0,1.0,1.0
"fitzpatrick, sex, ageGroup",5.0,f,25-29,8,0.23,0.23,0.5,0.17,4.0,4.0,4.0,20.0,0.467,2.0,2.0,0.67,1.0,3.0,0.6,0.0,2.0,0.25,6.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,5.0,1.0,0.33
"fitzpatrick, sex, ageGroup",5.0,f,30-34,2,0.5,0.0,1.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
"fitzpatrick, sex, ageGroup",5.0,f,35-39,3,0.17,0.08,0.67,0.11,2.0,1.0,1.0,8.0,0.667,0.0,1.0,0.33,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.67
"fitzpatrick, sex, ageGroup",5.0,f,40-44,4,0.38,0.21,0.5,0.17,2.0,2.0,2.0,10.0,0.5,1.0,1.0,0.33,2.0,0.0,0.0,1.0,1.0,0.5,1.0,1.0,0.5,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0
"fitzpatrick, sex, ageGroup",5.0,f,45-49,7,0.33,0.21,0.43,0.19,3.0,4.0,4.0,17.0,0.444,0.0,2.0,0.4,3.0,2.0,1.0,2.0,1.0,0.2,4.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,1.0,0.25,3.0,1.0,0.33
"fitzpatrick, sex, ageGroup",5.0,f,50-54,2,0.12,0.12,0.5,0.17,1.0,1.0,1.0,5.0,0.5,0.0,1.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
"fitzpatrick, sex, ageGroup",5.0,f,55-59,2,0.25,0.0,1.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
"fitzpatrick, sex, ageGroup",5.0,f,60-64,2,0.5,0.0,1.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
"fitzpatrick, sex, ageGroup",5.0,m,00-04,48,0.88,0.05,0.85,0.05,41.0,7.0,7.0,137.0,0.877,5.0,0.0,0.0,36.0,7.0,0.58,0.0,4.0,0.09,39.0,5.0,1.0,2.0,2.0,0.1,19.0,25.0,0.93,0.0,1.0,0.02,43.0,4.0,1.0
"fitzpatrick, sex, ageGroup",5.0,m,05-09,54,0.87,0.02,0.93,0.02,50.0,4.0,4.0,158.0,0.87,1.0,1.0,0.02,50.0,2.0,0.67,0.0,0.0,0.0,37.0,17.0,1.0,0.0,3.0,0.08,33.0,18.0,1.0,3.0,0.0,0.0,38.0,13.0,0.81
"fitzpatrick, sex, ageGroup",5.0,m,10-14,8,0.69,0.08,0.75,0.08,6.0,2.0,2.0,22.0,0.688,0.0,1.0,0.17,5.0,2.0,1.0,1.0,0.0,0.0,4.0,3.0,0.75,1.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.14,6.0,1.0,1.0
"fitzpatrick, sex, ageGroup",5.0,m,15-19,6,0.75,0.0,1.0,0.0,6.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0
"fitzpatrick, sex, ageGroup",5.0,m,20-24,10,0.46,0.12,0.7,0.1,7.0,3.0,3.0,27.0,0.611,0.0,2.0,0.25,6.0,2.0,1.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,1.0,0.25,3.0,5.0,0.83
"fitzpatrick, sex, ageGroup",5.0,m,25-29,12,0.64,0.08,0.83,0.06,10.0,2.0,2.0,34.0,0.847,1.0,0.0,0.0,9.0,2.0,0.67,0.0,1.0,0.09,10.0,1.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,1.0,0.25,3.0,7.0,0.88
"fitzpatrick, sex, ageGroup",5.0,m,30-34,6,0.5,0.12,0.67,0.11,4.0,2.0,2.0,16.0,0.667,0.0,1.0,0.25,3.0,2.0,1.0,0.0,1.0,0.25,3.0,2.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0
"fitzpatrick, sex, ageGroup",5.0,m,35-39,5,0.5,0.15,0.6,0.13,3.0,2.0,2.0,13.0,0.667,1.0,0.0,0.0,3.0,1.0,0.5,1.0,1.0,0.33,2.0,1.0,0.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.25,3.0,1.0,1.0
"fitzpatrick, sex, ageGroup",5.0,m,40-44,3,0.12,0.33,0.33,0.22,1.0,2.0,2.0,7.0,0.25,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.33,2.0,0.0,0.0
"fitzpatrick, sex, ageGroup",5.0,m,45-49,8,0.42,0.11,0.62,0.12,5.0,3.0,3.0,21.0,0.556,0.0,3.0,0.43,4.0,1.0,1.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,0.67
"fitzpatrick, sex, ageGroup",5.0,m,50-54,6,0.38,0.15,0.5,0.17,3.0,3.0,3.0,15.0,0.5,0.0,3.0,0.6,2.0,1.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.5
"fitzpatrick, sex, ageGroup",5.0,m,55-59,4,0.17,0.12,0.5,0.17,2.0,2.0,2.0,10.0,0.333,1.0,0.0,0.0,1.0,2.0,0.67,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.5,2.0,0.0,0.0
"fitzpatrick, sex, ageGroup",5.0,m,60-64,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, sex, ageGroup",5.0,m,65-69,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, sex, ageGroup",6.0,f,00-04,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, sex, ageGroup",6.0,f,10-14,2,0.25,0.12,0.5,0.17,1.0,1.0,1.0,5.0,0.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
"fitzpatrick, sex, ageGroup",6.0,f,20-24,3,0.5,0.0,1.0,0.0,3.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
"fitzpatrick, sex, ageGroup",6.0,f,25-29,2,0.0,0.5,0.0,0.33,0.0,2.0,2.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
"fitzpatrick, sex, ageGroup",6.0,f,30-34,6,0.67,0.06,0.83,0.06,5.0,1.0,1.0,17.0,0.889,0.0,0.0,0.0,5.0,1.0,1.0,0.0,1.0,0.25,3.0,2.0,1.0,1.0,0.0,0.0,3.0,2.0,0.67,0.0,0.0,0.0,6.0,0.0,0.0
"fitzpatrick, sex, ageGroup",6.0,f,35-39,6,0.12,0.27,0.33,0.22,2.0,4.0,4.0,14.0,0.25,2.0,1.0,0.5,1.0,2.0,0.5,2.0,1.0,0.25,3.0,0.0,0.0,0.0,1.0,0.17,5.0,0.0,0.0,0.0,1.0,0.17,5.0,0.0,0.0
"fitzpatrick, sex, ageGroup",6.0,f,40-44,2,0.25,0.12,0.5,0.17,1.0,1.0,1.0,5.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
"fitzpatrick, sex, ageGroup",6.0,f,45-49,2,0.25,0.12,0.5,0.17,1.0,1.0,1.0,5.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0
"fitzpatrick, sex, ageGroup",6.0,m,00-04,6,0.62,0.06,0.83,0.06,5.0,1.0,1.0,17.0,0.833,0.0,1.0,0.25,3.0,2.0,1.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.5
"fitzpatrick, sex, ageGroup",6.0,m,05-09,19,0.88,0.04,0.84,0.05,16.0,3.0,3.0,54.0,0.881,0.0,1.0,0.06,17.0,1.0,1.0,2.0,0.0,0.0,5.0,12.0,0.86,1.0,1.0,0.06,15.0,2.0,0.67,0.0,1.0,0.06,17.0,1.0,1.0
"fitzpatrick, sex, ageGroup",6.0,m,10-14,3,0.25,0.21,0.33,0.22,1.0,2.0,2.0,7.0,0.333,0.0,1.0,0.33,2.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
"fitzpatrick, sex, ageGroup",6.0,m,15-19,1,0.0,0.25,0.0,0.33,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
"fitzpatrick, sex, ageGroup",6.0,m,20-24,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, sex, ageGroup",6.0,m,25-29,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, sex, ageGroup",6.0,m,30-34,5,0.25,0.18,0.4,0.2,2.0,3.0,3.0,12.0,0.5,0.0,1.0,0.33,2.0,2.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.4,3.0,0.0,0.0
"fitzpatrick, sex, ageGroup",6.0,m,35-39,7,0.25,0.24,0.29,0.24,2.0,5.0,5.0,16.0,0.25,1.0,1.0,0.2,4.0,1.0,0.5,1.0,3.0,0.6,2.0,1.0,0.5,2.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.17,5.0,0.0,0.0
"fitzpatrick, sex, ageGroup",6.0,m,40-44,2,0.25,0.0,1.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
"fitzpatrick, sex, ageGroup",6.0,m,45-49,1,0.25,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, sex, ageGroup",6.0,m,50-54,1,0.0,0.25,0.0,0.33,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"fitzpatrick, sex, ageGroup",6.0,m,55-59,1,0.0,0.25,0.0,0.33,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
